seeds,num_tasks,per_jitter,best_latency,run_time_order,"(latency, count)"
1755016105,10,0,1070,1.972782015800476,"[(1070, 362880)]"
1755016106,10,0,3017,1.9145954211708158,"[(3017, 362880)]"
1755016107,10,0,6940,1.7616856880486012,"[(6940, 362880)]"
1755016108,10,0,388,1.8379705159459263,"[(388, 362880)]"
1755016109,10,0,1808,2.0017388199921697,"[(1808, 362880)]"
1755016110,10,0,3677,1.9555766109842807,"[(3677, 362880)]"
1755016111,10,0,280,1.8643916118890047,"[(280, 362880)]"
1755016112,10,0,384,1.9877979520242661,"[(384, 362880)]"
1755016113,10,0,1381,1.9701977230142802,"[(1381, 362880)]"
1755016114,10,0,2094,2.0049291600007564,"[(2094, 362880)]"
1755016115,10,0,933,1.865609132917598,"[(933, 362880)]"
1755016116,10,0,1683,2.0000036768615246,"[(1683, 362880)]"
1755016117,10,0,2356,16.184107364155352,"[(2356, 362880)]"
1755016118,10,0,1120,2.026711127953604,"[(1120, 362880)]"
1755016119,10,0,631,1.928749732207507,"[(631, 362880)]"
1755016120,10,0,1676,2.0031078760512173,"[(1676, 362880)]"
1755016121,10,0,3197,1.9943904420360923,"[(3197, 362880)]"
1755016122,10,0,720,1.9199540838599205,"[(720, 362880)]"
1755016123,10,0,1448,1.7818435069639236,"[(1448, 362880)]"
1755016124,10,0,337,1.8597600599750876,"[(337, 362880)]"
1755016125,10,0,3049,1.8738449190277606,"[(3049, 362880)]"
1755016126,10,0,1538,1.977128925966099,"[(1538, 362880)]"
1755016127,10,0,409,1.8910375530831516,"[(409, 362880)]"
1755016128,10,0,2076,1.9700444440823048,"[(2076, 362880)]"
1755016129,10,0,509,1.8414834158029407,"[(509, 362880)]"
1755016130,10,0,1715,1.9586747649591416,"[(1715, 362880)]"
1755016131,10,0,1821,1.936119947116822,"[(1821, 362880)]"
1755016132,10,0,1790,1.942484718048945,"[(1790, 362880)]"
1755016133,10,0,842,1.8929566268343478,"[(842, 362880)]"
1755016134,10,0,1519,2.0021935841068625,"[(1519, 362880)]"
1755016135,10,0,4586,1.9131461179349571,"[(4586, 362880)]"
1755016136,10,0,1255,1.9885615380480886,"[(1255, 201600), (1260, 40320), (1265, 100800), (1270, 20160)]"
