n,periods,seed,C,R,R/C,min_latency (LZ-),min_offsets,max_latency (LZ+),max_offsets
10,"[2, 1, 200, 5, 2, 20, 5, 5, 10, 10]",76,1000000000,29325.114128,2.932511e-05,199.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",250.000,"[0, 0, 1, 0, 0, 5, 4, 3, 2, 1]"
3,"[5, 100, 200]",77,60000,238.921404,3.982023e-03,199.000,"[0, 0, 0]",302.000,"[0, 4, 3]"
4,"[100, 10, 200, 5]",77,40000,436.801096,1.092003e-02,199.000,"[0, 0, 0, 0]",311.000,"[0, 9, 8, 2]"
5,"[1, 100, 200, 500, 100]",77,5000000000,125178.202795,2.503564e-05,599.000,"[0, 0, 0, 0, 0]",896.000,"[0, 0, 99, 98, 97]"
6,"[100, 10, 500, 50, 50, 1]",77,75000000,153577.556954,2.047701e-03,499.000,"[0, 0, 0, 0, 0, 0]",705.000,"[0, 9, 8, 7, 6, 0]"
7,"[1, 200, 2, 50, 50, 100, 2]",77,1400000000,26626.985370,1.901928e-05,199.000,"[0, 0, 0, 0, 0, 0, 0]",398.000,"[0, 0, 1, 0, 49, 98, 1]"
8,"[5, 1, 50, 50, 1, 2, 100, 20]",77,80000000,6747.848179,8.434810e-05,99.000,"[0, 0, 0, 0, 0, 0, 0, 0]",221.000,"[0, 0, 4, 3, 0, 0, 3, 2]"
9,"[5, 1, 2, 1, 200, 500, 5, 1, 1]",77,9000000,1518.037942,1.686709e-04,599.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",707.000,"[0, 0, 0, 0, 5, 4, 3, 0, 0]"
10,"[200, 2, 20, 500, 2, 1, 10, 1, 2, 2]",77,16000000,61436.424014,3.839777e-03,599.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",730.000,"[0, 1, 0, 19, 0, 0, 9, 0, 0, 1]"
3,"[5, 500, 2]",78,3000,64.080873,2.136029e-02,499.000,"[0, 0, 0]",504.000,"[0, 4, 1]"
4,"[100, 50, 2, 100]",78,40000,453.891259,1.134728e-02,99.000,"[0, 0, 0, 0]",248.000,"[0, 49, 0, 49]"
5,"[1, 500, 500, 100, 200]",78,25000000000,353355.580827,1.413422e-05,599.000,"[0, 0, 0, 0, 0]",1296.000,"[0, 0, 499, 98, 97]"
6,"[500, 2, 500, 5, 50, 1]",78,1500000,25470.367316,1.698024e-02,499.000,"[0, 0, 0, 0, 0, 0]",1052.000,"[0, 1, 0, 4, 3, 0]"
7,"[20, 1, 20, 5, 200, 20, 50]",78,140000000,45719.251477,3.265661e-04,199.000,"[0, 0, 0, 0, 0, 0, 0]",309.000,"[0, 0, 19, 3, 2, 1, 20]"
8,"[200, 1, 5, 10, 20, 200, 5, 5]",78,40000000,95803.976250,2.395099e-03,199.000,"[0, 0, 0, 0, 0, 0, 0, 0]",438.000,"[0, 0, 4, 3, 12, 31, 0, 4]"
9,"[1, 10, 5, 1, 200, 100, 200, 1, 5]",78,9000000000,103219.313401,1.146881e-05,199.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",514.000,"[0, 0, 4, 0, 3, 2, 101, 0, 0]"
10,"[5, 1, 2, 20, 100, 5, 200, 5, 5, 2]",78,2000000000,102817.211884,5.140861e-05,199.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",335.000,"[0, 0, 0, 5, 4, 3, 7, 1, 0, 0]"
3,"[100, 2, 2]",79,12,0.000275,2.291667e-05,99.000,"[0, 0, 0]",101.000,"[0, 1, 0]"
4,"[1, 20, 5, 1]",79,400,0.000184,4.600000e-07,19.000,"[0, 0, 0, 0]",23.000,"[0, 0, 4, 0]"
5,"[20, 2, 5, 1, 500]",79,25000,318.559103,1.274236e-02,499.000,"[0, 0, 0, 0, 0]",523.000,"[0, 1, 0, 0, 4]"
6,"[1, 5, 20, 1, 1, 1]",79,600,0.000115,1.916667e-07,19.000,"[0, 0, 0, 0, 0, 0]",23.000,"[0, 0, 4, 0, 0, 0]"
7,"[5, 200, 1000, 5, 20, 2, 20]",79,5600000000,416799.898124,7.442855e-05,999.000,"[0, 0, 0, 0, 0, 0, 0]",1245.000,"[0, 4, 3, 2, 6, 1, 6]"
8,"[5, 1, 2, 1, 2, 1, 1000, 2]",79,64000,390.606251,6.103223e-03,999.000,"[0, 0, 0, 0, 0, 0, 0, 0]",1006.000,"[0, 0, 0, 0, 1, 0, 6, 1]"
9,"[1, 10, 1, 50, 50, 50, 1, 20, 10]",79,2250000000,23672.421272,1.052108e-05,59.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",184.000,"[0, 0, 0, 9, 8, 7, 0, 6, 5]"
10,"[20, 100, 1, 2, 10, 50, 2, 2, 2, 5]",79,40000000,11395.788947,2.848947e-04,99.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",184.000,"[0, 19, 0, 0, 9, 28, 1, 0, 1, 0]"
3,"[1, 20, 5]",80,300,0.000404,1.346667e-06,19.000,"[0, 0, 0]",23.000,"[0, 0, 4]"
4,"[20, 200, 5, 500]",80,2000000,2428.916340,1.214458e-03,599.000,"[0, 0, 0, 0]",721.000,"[0, 19, 3, 22]"
5,"[500, 1, 10, 20, 500]",80,500000,10615.317965,2.123064e-02,499.000,"[0, 0, 0, 0, 0]",1026.000,"[0, 0, 9, 8, 27]"
6,"[5, 200, 10, 1, 200, 200]",80,480000000,45360.644566,9.450134e-05,199.000,"[0, 0, 0, 0, 0, 0]",610.000,"[0, 4, 3, 0, 12, 11]"
7,"[1000, 50, 5, 2, 1, 20, 200]",80,14000000,288177.378234,2.058410e-02,999.000,"[0, 0, 0, 0, 0, 0, 0]",1271.000,"[0, 49, 3, 0, 0, 13, 72]"
8,"[1, 10, 1, 10, 200, 100, 5, 20]",80,1600000000,27697.351058,1.731084e-05,199.000,"[0, 0, 0, 0, 0, 0, 0, 0]",339.000,"[0, 0, 0, 9, 8, 7, 1, 10]"
9,"[100, 1, 2, 50, 5, 1, 1000, 20, 2]",80,180000000,296712.384390,1.648402e-03,999.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",1172.000,"[0, 0, 1, 0, 4, 0, 53, 12, 1]"
10,"[10, 2, 1, 10, 5, 10, 5, 5, 1, 100]",80,25000000,3674.247761,1.469699e-04,99.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",139.000,"[0, 1, 0, 0, 4, 3, 2, 1, 0, 0]"
3,"[1, 100, 5]",81,1500,0.000154,1.026667e-07,99.000,"[0, 0, 0]",103.000,"[0, 0, 4]"
4,"[20, 1000, 10, 5]",81,200000,515.215830,2.576079e-03,999.000,"[0, 0, 0, 0]",1031.000,"[0, 19, 8, 2]"
5,"[5, 10, 10, 500, 1]",81,250000,116.999566,4.679983e-04,499.000,"[0, 0, 0, 0, 0]",521.000,"[0, 4, 3, 2, 0]"
6,"[5, 1000, 10, 20, 2, 500]",81,1200000000,184680.455544,1.539004e-04,999.000,"[0, 0, 0, 0, 0, 0]",1531.000,"[0, 4, 3, 12, 1, 32]"
7,"[100, 5, 20, 1, 1, 500, 1]",81,350000,1570.794790,4.487985e-03,499.000,"[0, 0, 0, 0, 0, 0, 0]",621.000,"[0, 4, 3, 0, 0, 22, 0]"
8,"[1, 50, 1, 200, 500, 5, 50, 2]",81,20000000000,247138.653754,1.235693e-05,599.000,"[0, 0, 0, 0, 0, 0, 0, 0]",801.000,"[0, 0, 0, 49, 48, 2, 1, 0]"
9,"[20, 200, 100, 5, 2, 20, 2, 1, 5]",81,360000000,87707.468373,2.436319e-04,199.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",346.000,"[0, 19, 18, 2, 1, 2, 1, 0, 2]"
10,"[10, 100, 10, 5, 5, 2, 1, 50, 2, 1]",81,50000000,7519.526895,1.503905e-04,99.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",176.000,"[0, 9, 8, 2, 1, 1, 0, 26, 1, 0]"
3,"[20, 1000, 5]",82,15000,346.305092,2.308701e-02,999.000,"[0, 0, 0]",1022.000,"[0, 19, 3]"
4,"[500, 5, 10, 100]",82,20000,815.155865,4.075779e-02,499.000,"[0, 0, 0, 0]",611.000,"[0, 4, 3, 12]"
5,"[5, 50, 10, 5, 20]",82,250000,254.038659,1.016155e-03,59.000,"[0, 0, 0, 0, 0]",85.000,"[0, 4, 3, 2, 6]"
6,"[50, 1, 2, 2, 1000, 2]",82,48000,386.663543,8.055490e-03,999.000,"[0, 0, 0, 0, 0, 0]",1051.000,"[0, 0, 1, 0, 1, 0]"
7,"[1, 50, 20, 50, 1, 10, 200]",82,700000000,14628.201072,2.089743e-05,199.000,"[0, 0, 0, 0, 0, 0, 0]",325.000,"[0, 0, 9, 18, 0, 7, 26]"
8,"[2, 50, 10, 200, 1000, 1, 2, 5]",82,8000000000,291805.186578,3.647565e-05,999.000,"[0, 0, 0, 0, 0, 0, 0, 0]",1262.000,"[0, 1, 0, 9, 8, 0, 1, 3]"
9,"[1, 2, 50, 1, 100, 10, 1, 1000, 5]",82,4500000000,119196.067478,2.648801e-05,999.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",1161.000,"[0, 0, 1, 0, 0, 9, 0, 8, 2]"
10,"[2, 20, 500, 2, 5, 1, 50, 5, 1, 50]",82,12500000000,260848.534045,2.086788e-05,499.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",626.000,"[0, 1, 0, 1, 0, 0, 4, 3, 0, 7]"
3,"[20, 5, 200]",83,3000,1.653872,5.512907e-04,199.000,"[0, 0, 0]",222.000,"[0, 4, 3]"
4,"[500, 50, 200, 1]",83,40000,1398.210730,3.495527e-02,599.000,"[0, 0, 0, 0]",747.000,"[0, 49, 48, 0]"
5,"[5, 500, 20, 100, 20]",83,100000000,20391.397848,2.039140e-04,499.000,"[0, 0, 0, 0, 0]",640.000,"[0, 4, 3, 22, 1]"
6,"[100, 2, 20, 5, 10, 50]",83,600000,1460.520093,2.434200e-03,99.000,"[0, 0, 0, 0, 0, 0]",181.000,"[0, 1, 0, 4, 3, 32]"
7,"[1, 20, 20, 1000, 2, 50, 1]",83,280000000,13922.653580,4.972376e-05,999.000,"[0, 0, 0, 0, 0, 0, 0]",1087.000,"[0, 0, 19, 18, 1, 18, 0]"
8,"[2, 50, 500, 1, 1, 50, 50, 1]",83,500000000,26183.172822,5.236635e-05,499.000,"[0, 0, 0, 0, 0, 0, 0, 0]",647.000,"[0, 1, 0, 0, 0, 49, 48, 0]"
9,"[1, 2, 5, 1, 50, 20, 10, 2, 1000]",83,1800000000,59532.093874,3.307339e-05,999.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",1082.000,"[0, 0, 0, 0, 9, 8, 7, 0, 37]"
10,"[2, 20, 5, 1000, 5, 10, 2, 1, 5, 100]",83,50000000000,496380.345994,9.927607e-06,999.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1140.000,"[0, 1, 0, 4, 3, 7, 0, 0, 2, 21]"
3,"[500, 20, 200]",84,12000,674.387408,5.619895e-02,599.000,"[0, 0, 0]",717.000,"[0, 19, 18]"
4,"[5, 200, 500, 20]",84,8000000,2588.611197,3.235764e-04,599.000,"[0, 0, 0, 0]",721.000,"[0, 4, 3, 2]"
5,"[100, 1, 500, 1, 50]",84,125000,825.502659,6.604021e-03,499.000,"[0, 0, 0, 0, 0]",647.000,"[0, 0, 99, 0, 48]"
6,"[1, 10, 20, 100, 10, 100]",84,120000000,2447.152200,2.039294e-05,99.000,"[0, 0, 0, 0, 0, 0]",235.000,"[0, 0, 9, 8, 7, 16]"
7,"[50, 10, 1, 2, 2, 1000, 50]",84,14000000,33321.499696,2.380107e-03,999.000,"[0, 0, 0, 0, 0, 0, 0]",1108.000,"[0, 9, 0, 0, 1, 10, 9]"
8,"[500, 2, 2, 2, 10, 2, 2, 1000]",84,2560000,49736.986682,1.942851e-02,999.000,"[0, 0, 0, 0, 0, 0, 0, 0]",1512.000,"[0, 1, 0, 1, 2, 1, 0, 13]"
9,"[10, 5, 200, 2, 10, 1, 10, 500, 5]",84,4500000000,368520.336114,8.189341e-05,599.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",734.000,"[0, 4, 3, 0, 3, 0, 2, 21, 0]"
10,"[2, 1, 2, 100, 2, 100, 1, 20, 100, 1]",84,800000000,18748.294479,2.343537e-05,99.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",319.000,"[0, 0, 1, 0, 1, 0, 0, 19, 18, 0]"
3,"[500, 200, 500]",85,300000,10074.700535,3.358234e-02,599.000,"[0, 0, 100]",1197.000,"[0, 99, 198]"
4,"[5, 1, 500, 500]",85,1000000,436.000298,4.360003e-04,499.000,"[0, 0, 0, 0]",1002.000,"[0, 0, 4, 3]"
5,"[100, 10, 500, 20, 100]",85,50000000,122411.431403,2.448229e-03,499.000,"[0, 0, 0, 0, 0]",725.000,"[0, 9, 8, 7, 26]"
6,"[1, 100, 1000, 20, 20, 5]",85,1200000000,57831.401021,4.819283e-05,999.000,"[0, 0, 0, 0, 0, 0]",1140.000,"[0, 0, 99, 18, 17, 1]"
7,"[20, 1000, 50, 2, 100, 2, 2]",85,280000000,162698.738777,5.810669e-04,999.000,"[0, 0, 0, 0, 0, 0, 0]",1169.000,"[0, 19, 18, 1, 68, 1, 0]"
8,"[50, 100, 5, 5, 2, 20, 1, 50]",85,40000000,27626.083373,6.906521e-04,99.000,"[0, 0, 0, 0, 0, 0, 0, 0]",225.000,"[0, 49, 3, 2, 0, 17, 0, 26]"
9,"[200, 2, 20, 2, 5, 5, 2, 5, 50]",85,9000000,29099.194414,3.233244e-03,199.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",282.000,"[0, 1, 0, 1, 0, 4, 0, 4, 33]"
10,"[10, 20, 2, 5, 1, 20, 2, 1, 200, 10]",85,160000000,24046.758949,1.502922e-04,199.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",261.000,"[0, 9, 0, 4, 0, 13, 0, 0, 13, 2]"
3,"[5, 1, 500]",86,1500,65.351153,4.356744e-02,499.000,"[0, 0, 0]",503.000,"[0, 0, 4]"
4,"[100, 10, 500, 5]",86,100000,597.558089,5.975581e-03,499.000,"[0, 0, 0, 0]",611.000,"[0, 9, 8, 2]"
5,"[1, 100, 1000, 5, 100]",86,250000000,16494.024259,6.597610e-05,999.000,"[0, 0, 0, 0, 0]",1201.000,"[0, 0, 99, 3, 2]"
6,"[50, 50, 10, 200, 1, 50]",86,30000000,30601.886168,1.020063e-03,199.000,"[0, 0, 0, 0, 0, 0]",355.000,"[0, 49, 8, 7, 0, 6]"
7,"[50, 1000, 2, 1, 50, 100, 1]",86,70000000,112947.377750,1.613534e-03,999.000,"[0, 0, 0, 0, 0, 0, 0]",1197.000,"[0, 49, 0, 0, 49, 98, 0]"
8,"[1, 1000, 5, 100, 100, 20, 1, 2]",86,16000000000,288623.854864,1.803899e-05,999.000,"[0, 0, 0, 0, 0, 0, 0, 0]",1221.000,"[0, 0, 4, 3, 2, 1, 0, 0]"
9,"[20, 10, 5, 1, 10, 1, 200, 2, 5]",86,9000000,3740.186989,4.155763e-04,199.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",245.000,"[0, 9, 3, 0, 2, 0, 1, 0, 1]"
10,"[2, 20, 200, 10, 5, 1, 20, 2, 5, 1]",86,400000000,13276.542972,3.319136e-05,199.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",256.000,"[0, 1, 0, 9, 3, 0, 12, 1, 2, 0]"
3,"[5, 5, 500]",87,7500,120.373659,1.604982e-02,499.000,"[0, 0, 0]",507.000,"[0, 4, 3]"
4,"[100, 50, 1000, 1]",87,200000,1668.601522,8.343008e-03,999.000,"[0, 0, 0, 0]",1147.000,"[0, 49, 48, 0]"
5,"[1, 500, 1000, 100, 200]",87,50000000000,493751.652807,9.875033e-06,999.000,"[0, 0, 0, 0, 0]",1796.000,"[0, 0, 499, 98, 197]"
6,"[100, 1000, 2, 5, 1, 5]",87,300000,2277.002131,7.590007e-03,999.000,"[0, 0, 0, 0, 0, 0]",1107.000,"[0, 99, 0, 4, 0, 3]"
7,"[1, 1, 2, 500, 2, 200, 200]",87,560000000,17675.931068,3.156416e-05,599.000,"[0, 0, 0, 0, 0, 0, 0]",899.000,"[0, 0, 0, 1, 0, 1, 0]"
8,"[1, 1, 100, 5, 1, 1000, 20, 200]",87,16000000000,292044.478859,1.825278e-05,999.000,"[0, 0, 0, 0, 0, 0, 0, 0]",1320.000,"[0, 0, 0, 4, 0, 3, 2, 21]"
9,"[2, 1, 2, 2, 20, 5, 100, 2, 1]",87,720000,86.317639,1.198856e-04,99.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",126.000,"[0, 0, 1, 0, 1, 0, 4, 1, 0]"
10,"[100, 2, 10, 2, 500, 5, 2, 2, 5, 10]",87,200000000,226899.467164,1.134497e-03,499.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",628.000,"[0, 1, 0, 1, 10, 4, 1, 0, 0, 9]"
3,"[100, 2, 10]",88,60,377.792144,6.296536e+00,99.000,"[0, 0, 0]",109.000,"[0, 1, 0]"
4,"[1, 500, 10, 20]",88,400000,409.869347,1.024673e-03,499.000,"[0, 0, 0, 0]",527.000,"[0, 0, 9, 8]"
5,"[20, 2, 1000, 1, 5]",88,50000,409.689137,8.193783e-03,999.000,"[0, 0, 0, 0, 0]",1023.000,"[0, 1, 0, 0, 4]"
6,"[500, 20, 1, 200, 1, 1]",88,24000,757.023070,3.154263e-02,599.000,"[0, 0, 0, 0, 0, 0]",717.000,"[0, 19, 0, 18, 0, 0]"
7,"[10, 200, 1, 10, 500, 10, 20]",88,1400000000,213295.131353,1.523537e-04,599.000,"[0, 0, 0, 0, 0, 0, 0]",744.000,"[0, 9, 0, 8, 17, 6, 5]"
8,"[5, 1, 1, 1000, 1, 1000, 50, 10]",88,4000000000,324111.435399,8.102786e-05,999.000,"[0, 0, 0, 0, 0, 0, 0, 0]",2060.000,"[0, 0, 0, 4, 0, 3, 2, 1]"
9,"[200, 100, 10, 10, 2, 1, 5, 10, 5]",88,45000000,100406.944903,2.231265e-03,199.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",334.000,"[0, 99, 8, 7, 0, 0, 2, 1, 0]"
10,"[10, 5, 5, 500, 2, 1, 10, 2, 1, 50]",88,250000000,51157.628280,2.046305e-04,499.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",576.000,"[0, 4, 3, 7, 0, 0, 7, 0, 0, 17]"
3,"[1, 20, 10]",89,600,0.000220,3.666667e-07,19.000,"[0, 0, 0]",28.000,"[0, 0, 9]"
4,"[20, 200, 10, 500]",89,4000000,4461.006573,1.115252e-03,599.000,"[0, 0, 0, 0]",726.000,"[0, 19, 8, 27]"
5,"[500, 10, 20, 20, 5]",89,100000,2254.702167,2.254702e-02,499.000,"[0, 0, 0, 0, 0]",550.000,"[0, 9, 8, 7, 1]"
6,"[10, 100, 1, 2, 2, 50]",89,120000,90.625432,7.552119e-04,99.000,"[0, 0, 0, 0, 0, 0]",159.000,"[0, 9, 0, 0, 1, 10]"
7,"[500, 500, 1000, 1, 2, 2, 5]",89,70000000,448898.537456,6.412836e-03,999.000,"[0, 0, 0, 0, 0, 0, 0]",2003.000,"[0, 499, 498, 0, 1, 0, 4]"
8,"[2, 5, 2, 10, 2, 50, 2, 500]",89,80000000,5404.125142,6.755156e-05,499.000,"[0, 0, 0, 0, 0, 0, 0, 0]",565.000,"[0, 0, 1, 0, 1, 0, 1, 0]"
9,"[20, 200, 200, 2, 5, 5, 2, 5, 1]",89,180000000,49431.285638,2.746183e-04,199.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",431.000,"[0, 19, 18, 1, 3, 2, 0, 2, 0]"
10,"[200, 20, 5, 10, 2, 2, 1, 2, 10, 500]",89,400000000,459051.522313,1.147629e-03,599.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",742.000,"[0, 19, 3, 2, 1, 0, 0, 1, 4, 43]"
3,"[1, 100, 10]",90,3000,0.000374,1.246667e-07,99.000,"[0, 0, 0]",108.000,"[0, 0, 9]"
4,"[20, 1000, 20, 5]",90,400000,986.366166,2.465915e-03,999.000,"[0, 0, 0, 0]",1041.000,"[0, 19, 18, 2]"
5,"[500, 100, 20, 500, 10]",90,50000000,343724.747279,6.874495e-03,499.000,"[0, 0, 0, 0, 0]",1125.000,"[0, 99, 18, 117, 6]"
6,"[10, 1000, 20, 50, 2, 100]",90,1200000000,279028.461995,2.325237e-04,999.000,"[0, 0, 0, 0, 0, 0]",1176.000,"[0, 9, 8, 27, 0, 77]"
7,"[200, 5, 2, 2, 1, 1, 20]",90,2800,304.599684,1.087856e-01,199.000,"[0, 0, 0, 0, 0, 0, 0]",224.000,"[0, 4, 1, 0, 0, 0, 5]"
8,"[2, 50, 2, 2, 5, 1, 500, 50]",90,200000000,11844.225785,5.922113e-05,499.000,"[0, 0, 0, 0, 0, 0, 0, 0]",604.000,"[0, 1, 0, 1, 2, 0, 6, 5]"
9,"[5, 20, 5, 1000, 10, 1, 1, 200, 1]",90,1800000000,192375.077796,1.068750e-04,999.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",1234.000,"[0, 4, 3, 7, 6, 0, 0, 15, 0]"
10,"[5, 10, 1, 1, 5, 5, 5, 50, 200, 20]",90,2500000000,123764.629993,4.950585e-05,199.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",292.000,"[0, 4, 0, 0, 3, 2, 1, 5, 4, 3]"
3,"[20, 1000, 20]",91,60000,456.561753,7.609363e-03,999.000,"[0, 0, 0]",1037.000,"[0, 19, 18]"
4,"[500, 5, 20, 100]",91,40000,1296.976648,3.242442e-02,499.000,"[0, 0, 0, 0]",621.000,"[0, 4, 3, 22]"
5,"[10, 50, 20, 5, 20]",91,500000,434.800144,8.696003e-04,59.000,"[0, 0, 0, 0, 0]",100.000,"[0, 9, 8, 2, 11]"
6,"[200, 5, 50, 1000, 5, 5]",91,37500000,210603.727109,5.616099e-03,999.000,"[0, 0, 0, 0, 0, 0]",1259.000,"[0, 4, 3, 52, 1, 0]"
7,"[2, 50, 50, 1000, 20, 2, 2]",91,1400000000,97668.004356,6.976286e-05,999.000,"[0, 0, 0, 0, 0, 0, 0]",1119.000,"[0, 1, 0, 49, 8, 1, 0]"
8,"[50, 500, 5, 50, 10, 2, 2, 5]",91,200000000,162317.916760,8.115896e-04,499.000,"[0, 0, 0, 0, 0, 0, 0, 0]",616.000,"[0, 49, 3, 2, 1, 0, 1, 2]"
9,"[1, 1, 2, 5, 10, 2, 500, 500, 5]",91,2250000000,47107.011272,2.093645e-05,499.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",1017.000,"[0, 0, 0, 0, 9, 0, 9, 8, 2]"
10,"[5, 10, 2, 5, 10, 1, 50, 2, 200, 20]",91,4000000000,172677.994638,4.316950e-05,199.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",295.000,"[0, 4, 1, 4, 8, 0, 7, 0, 7, 6]"
3,"[20, 2, 20]",92,120,0.000232,1.933333e-06,19.000,"[0, 0, 0]",39.000,"[0, 1, 0]"
4,"[1000, 20, 20, 1]",92,1600,234.422512,1.465141e-01,999.000,"[0, 0, 0, 0]",1037.000,"[0, 19, 18, 0]"
5,"[10, 200, 50, 100, 50]",92,250000000,51880.416383,2.075217e-04,199.000,"[0, 0, 0, 0, 0]",405.000,"[0, 9, 8, 57, 6]"
6,"[10, 20, 5, 10, 10, 2]",92,120000,170.687175,1.422393e-03,19.000,"[0, 0, 0, 0, 0, 0]",51.000,"[0, 9, 3, 2, 1, 0]"
7,"[5, 1, 5, 1, 5, 200, 2]",92,70000,68.939151,9.848450e-04,199.000,"[0, 0, 0, 0, 0, 0, 0]",212.000,"[0, 0, 4, 0, 3, 2, 1]"
8,"[5, 1, 10, 100, 100, 1, 20, 10]",92,160000000,12458.687871,7.786680e-05,99.000,"[0, 0, 0, 0, 0, 0, 0, 0]",239.000,"[0, 0, 4, 3, 2, 0, 1, 0]"
9,"[100, 1, 10, 5, 2, 2, 10, 5, 100]",92,9000000,12130.822782,1.347869e-03,99.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",226.000,"[0, 0, 9, 3, 0, 1, 4, 3, 27]"
10,"[2, 1, 10, 2, 200, 50, 1, 1000, 2, 10]",92,40000000000,487953.719012,1.219884e-05,999.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1268.000,"[0, 0, 1, 0, 1, 0, 0, 49, 0, 9]"
3,"[500, 20, 500]",93,30000,1180.214221,3.934047e-02,499.000,"[0, 0, 0]",1017.000,"[0, 19, 18]"
4,"[10, 200, 1000, 20]",93,16000000,14257.083241,8.910677e-04,999.000,"[0, 0, 0, 0]",1226.000,"[0, 9, 8, 7]"
5,"[200, 1, 50, 2, 1000]",93,500000,7554.751201,1.510950e-02,999.000,"[0, 0, 0, 0, 0]",1248.000,"[0, 0, 49, 0, 49]"
6,"[2, 10, 100, 2, 200, 500]",93,1200000000,66540.617004,5.545051e-05,599.000,"[0, 0, 0, 0, 0, 0]",808.000,"[0, 1, 0, 1, 0, 99]"
7,"[500, 10, 1, 2, 5, 200, 200]",93,28000000,212000.084889,7.571432e-03,599.000,"[0, 0, 0, 0, 0, 0, 0]",911.000,"[0, 9, 0, 0, 4, 13, 12]"
8,"[20, 2, 10, 5, 50, 10, 1, 50]",93,20000000,5590.167694,2.795084e-04,59.000,"[0, 0, 0, 0, 0, 0, 0, 0]",140.000,"[0, 1, 0, 4, 3, 2, 0, 11]"
9,"[2, 500, 20, 2, 500, 1, 1, 2, 5]",93,900000000,41309.476844,4.589942e-05,499.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",1024.000,"[0, 1, 0, 1, 20, 0, 0, 1, 0]"
10,"[1, 20, 1, 5, 1, 5, 200, 20, 5, 5]",93,500000000,8905.790506,1.781158e-05,199.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",253.000,"[0, 0, 0, 4, 0, 3, 7, 6, 0, 4]"
3,"[1000, 200, 1000]",94,600000,54725.557931,9.120926e-02,999.000,"[0, 0, 0]",2197.000,"[0, 199, 198]"
4,"[10, 1, 1000, 500]",94,2000000,1882.532630,9.412663e-04,999.000,"[0, 0, 0, 0]",1507.000,"[0, 0, 9, 8]"
5,"[200, 10, 1000, 1000, 1]",94,50000000,281784.325355,5.635687e-03,999.000,"[0, 0, 0, 0, 0]",2206.000,"[0, 9, 8, 7, 0]"
6,"[2, 100, 100, 50, 500, 1]",94,1500000000,73222.483137,4.881499e-05,499.000,"[0, 0, 0, 0, 0, 0]",747.000,"[0, 1, 0, 49, 48, 0]"
7,"[50, 1, 500, 100, 2, 1, 2]",94,1400000,2803.481017,2.002486e-03,499.000,"[0, 0, 0, 0, 0, 0, 0]",649.000,"[0, 0, 49, 48, 1, 0, 0]"
8,"[20, 10, 1, 200, 20, 200, 10, 1]",94,640000000,137490.329140,2.148286e-04,199.000,"[0, 0, 0, 0, 0, 0, 0, 0]",454.000,"[0, 9, 0, 8, 7, 26, 5, 0]"
9,"[20, 50, 100, 5, 200, 2, 1, 2, 5]",94,900000000,166241.337596,1.847126e-04,199.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",376.000,"[0, 9, 8, 2, 11, 0, 0, 1, 2]"
10,"[1, 50, 5, 2, 5, 1, 20, 1, 100, 20]",94,1000000000,14020.544507,1.402054e-05,99.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",195.000,"[0, 0, 4, 1, 4, 0, 8, 0, 27, 6]"
