n,periods,seed,C,R,R/C,min_latency (LZ-),min_offsets,max_latency (LZ+),max_offsets
3,"[20, 2, 20]",19,120,2.896456,2.413713e-02,19.000,"[0, 0, 0]",39.000,"[0, 1, 0]"
4,"[500, 20, 50, 1000]",19,4000000,136980.538163,3.424513e-02,999.000,"[0, 0, 0, 0]",1566.000,"[0, 19, 18, 67]"
5,"[5, 200, 50, 50, 2]",19,5000000,666.448695,1.332897e-04,199.000,"[0, 0, 0, 0, 0]",302.000,"[0, 4, 3, 2, 1]"
6,"[100, 20, 50, 5, 1, 50]",19,1500000,3454.476461,2.302984e-03,99.000,"[0, 0, 0, 0, 0, 0]",220.000,"[0, 19, 18, 2, 0, 21]"
7,"[10, 1000, 1, 1, 2, 500, 5]",19,35000000,19515.288775,5.575797e-04,999.000,"[0, 0, 0, 0, 0, 0, 0]",1512.000,"[0, 9, 0, 0, 0, 9, 3]"
8,"[10, 500, 5, 5, 1, 5, 20, 2]",19,20000000,6856.114383,3.428057e-04,499.000,"[0, 0, 0, 0, 0, 0, 0, 0]",540.000,"[0, 9, 3, 2, 0, 1, 0, 1]"
9,"[50, 5, 2, 20, 10, 2, 1000, 2, 5]",19,360000000,447508.783584,1.243080e-03,999.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",1087.000,"[0, 4, 1, 4, 3, 0, 33, 0, 3]"
10,"[1, 1, 10, 5, 500, 10, 1, 20, 1000, 1]",19,50000000000,961712.879294,1.923426e-05,999.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1539.000,"[0, 0, 0, 4, 3, 2, 0, 11, 30, 0]"
3,"[20, 10, 50]",20,1500,0.062870,4.191333e-05,59.000,"[0, 0, 0]",77.000,"[0, 9, 8]"
4,"[500, 100, 50, 10]",20,200000,5853.951153,2.926976e-02,499.000,"[0, 0, 0, 0]",656.000,"[0, 99, 48, 7]"
5,"[5, 1000, 50, 1000, 5]",20,1250000000,315676.122660,2.525409e-04,999.000,"[0, 0, 0, 0, 0]",2055.000,"[0, 4, 3, 52, 1]"
6,"[100, 100, 100, 1, 1, 200]",20,12000000,28862.403631,2.405200e-03,199.000,"[0, 0, 0, 0, 0, 0]",496.000,"[0, 99, 98, 0, 0, 97]"
7,"[100, 10, 1000, 2, 2, 2, 10]",20,5600000,31313.507020,5.591698e-03,999.000,"[0, 0, 0, 0, 0, 0, 0]",1119.000,"[0, 9, 8, 1, 0, 1, 0]"
8,"[20, 5, 200, 5, 2, 1, 100, 10]",20,80000000,29867.638632,3.733455e-04,199.000,"[0, 0, 0, 0, 0, 0, 0, 0]",335.000,"[0, 4, 3, 2, 0, 0, 7, 6]"
9,"[20, 1, 20, 5, 2, 500, 5, 2, 100]",20,900000000,338187.082830,3.757634e-04,499.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",646.000,"[0, 0, 19, 3, 0, 3, 2, 0, 7]"
10,"[500, 200, 1, 5, 100, 2, 20, 1, 1, 1]",20,40000000,344692.678391,8.617317e-03,599.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",821.000,"[0, 99, 0, 3, 2, 1, 2, 0, 0, 0]"
3,"[500, 100, 1000]",21,300000,18216.763998,6.072255e-02,999.000,"[0, 0, 0]",1597.000,"[0, 99, 98]"
4,"[5, 1000, 1000, 200]",21,800000000,239251.485456,2.990644e-04,999.000,"[0, 0, 0, 0]",2201.000,"[0, 4, 3, 2]"
5,"[100, 5, 100, 500, 10]",21,12500000,53858.293279,4.308663e-03,499.000,"[0, 0, 0, 0, 0]",710.000,"[0, 4, 3, 2, 1]"
6,"[1, 50, 100, 20, 2, 5]",21,6000000,334.178707,5.569645e-05,99.000,"[0, 0, 0, 0, 0, 0]",172.000,"[0, 0, 49, 8, 1, 3]"
7,"[20, 5, 100, 1, 10, 5, 1000]",21,175000000,150906.754941,8.623243e-04,999.000,"[0, 0, 0, 0, 0, 0, 0]",1134.000,"[0, 4, 3, 0, 2, 1, 15]"
8,"[2, 5, 20, 50, 10, 50, 10, 10]",21,2000000000,47690.348140,2.384517e-05,59.000,"[0, 0, 0, 0, 0, 0, 0, 0]",149.000,"[0, 0, 9, 8, 7, 16, 5, 4]"
9,"[5, 500, 100, 2, 100, 1, 2, 20, 1]",21,3600000000,310032.298562,8.612008e-05,499.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",722.000,"[0, 4, 3, 0, 3, 0, 0, 3, 0]"
10,"[1, 20, 1, 1, 1, 200, 1, 5, 500, 500]",21,50000000000,703696.408882,1.407393e-05,599.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1220.000,"[0, 0, 0, 0, 0, 19, 0, 3, 22, 21]"
3,"[500, 1000, 1000]",22,3000000,131441.082068,4.381369e-02,999.000,"[0, 0, 0]",2497.000,"[0, 499, 498]"
4,"[5, 5, 1, 2]",22,40,0.000096,2.400000e-06,5.000,"[0, 0, 0, 0]",9.000,"[0, 4, 0, 0]"
5,"[100, 20, 1, 5, 10]",22,5000,3.804681,7.609362e-04,99.000,"[0, 0, 0, 0, 0]",131.000,"[0, 19, 0, 3, 2]"
6,"[1, 200, 100, 500, 100, 10]",22,60000000000,990627.637245,1.651046e-05,599.000,"[0, 0, 0, 0, 0, 0]",905.000,"[0, 0, 99, 98, 97, 6]"
7,"[20, 1, 200, 20, 20, 10, 100]",22,560000000,177488.240789,3.169433e-04,199.000,"[0, 0, 0, 0, 0, 0, 0]",364.000,"[0, 0, 19, 18, 17, 6, 65]"
8,"[100, 1000, 2, 1, 1, 5, 5, 10]",22,4000000,21190.359693,5.297590e-03,999.000,"[0, 0, 0, 0, 0, 0, 0, 0]",1116.000,"[0, 99, 0, 0, 0, 4, 3, 7]"
9,"[2, 10, 50, 2, 10, 500, 20, 200, 1]",22,180000000000,2361696.825013,1.312054e-05,599.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",786.000,"[0, 1, 0, 1, 0, 9, 8, 27, 0]"
10,"[100, 200, 1, 1, 1, 2, 50, 10, 200, 1]",22,400000000,395870.903628,9.896773e-04,199.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",556.000,"[0, 99, 0, 0, 0, 0, 49, 8, 157, 0]"
3,"[5, 2, 1]",23,6,0.000062,1.033333e-05,5.000,"[0, 0, 0]",5.000,"[0, 0, 0]"
4,"[100, 20, 1, 1000]",23,80000,970.269841,1.212837e-02,999.000,"[0, 0, 0, 0]",1117.000,"[0, 19, 0, 18]"
5,"[1, 200, 1, 100, 500]",23,50000000,2302.594891,4.605190e-05,599.000,"[0, 0, 0, 0, 0]",797.000,"[0, 0, 0, 99, 98]"
6,"[20, 1, 2, 5, 100, 1000]",23,6000000,8222.771876,1.370462e-03,999.000,"[0, 0, 0, 0, 0, 0]",1122.000,"[0, 0, 1, 0, 4, 3]"
7,"[200, 1, 5, 20, 1, 20, 1]",23,14000,331.191277,2.365652e-02,199.000,"[0, 0, 0, 0, 0, 0, 0]",241.000,"[0, 0, 4, 3, 0, 2, 0]"
8,"[10, 1, 5, 1, 500, 2, 5, 100]",23,20000000,6609.826539,3.304913e-04,499.000,"[0, 0, 0, 0, 0, 0, 0, 0]",616.000,"[0, 0, 4, 0, 3, 0, 3, 7]"
9,"[200, 20, 2, 100, 500, 2, 1, 50, 1]",23,1800000000,2443382.077735,1.357434e-03,599.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",867.000,"[0, 19, 0, 19, 18, 1, 0, 18, 0]"
10,"[50, 1, 2, 200, 5, 10, 500, 20, 1, 1]",23,2000000000,1067497.280582,5.337486e-04,599.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",780.000,"[0, 0, 1, 0, 4, 3, 12, 11, 0, 0]"
3,"[5, 20, 1]",24,60,0.000127,2.116667e-06,19.000,"[0, 0, 0]",23.000,"[0, 4, 0]"
4,"[100, 200, 1, 10]",24,8000,166.116381,2.076455e-02,199.000,"[0, 0, 0, 0]",307.000,"[0, 99, 0, 8]"
5,"[1, 1, 2, 1, 1000]",24,10000,29.128616,2.912862e-03,999.000,"[0, 0, 0, 0, 0]",1000.000,"[0, 0, 0, 0, 1]"
6,"[20, 10, 2, 100, 200, 1]",24,2400000,1282.516806,5.343820e-04,199.000,"[0, 0, 0, 0, 0, 0]",327.000,"[0, 9, 0, 9, 8, 0]"
7,"[500, 100, 5, 5, 50, 1, 100]",24,87500000,752401.407237,8.598873e-03,499.000,"[0, 0, 0, 0, 0, 0, 0]",754.000,"[0, 99, 3, 2, 6, 0, 55]"
8,"[10, 500, 1, 50, 10, 10, 1, 50]",24,1000000000,225839.140376,2.258391e-04,499.000,"[0, 0, 0, 0, 0, 0, 0, 0]",624.000,"[0, 9, 0, 8, 7, 6, 0, 25]"
9,"[2, 1, 1, 1, 1000, 10, 100, 20, 5]",24,900000000,66923.008106,7.435890e-05,999.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",1131.000,"[0, 0, 0, 0, 1, 0, 9, 8, 2]"
10,"[5, 500, 2, 2, 2, 2, 2, 10, 200, 5]",24,1600000000,155613.446866,9.725840e-05,599.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",720.000,"[0, 4, 1, 0, 1, 0, 1, 8, 17, 1]"
3,"[100, 100, 20]",25,6000,113.918341,1.898639e-02,99.000,"[0, 0, 0]",217.000,"[0, 99, 18]"
4,"[1, 1000, 2, 200]",25,1600000,328.043355,2.050271e-04,999.000,"[0, 0, 0, 0]",1199.000,"[0, 0, 1, 0]"
5,"[20, 5, 2, 20, 1000]",25,1000000,1925.823295,1.925823e-03,999.000,"[0, 0, 0, 0, 0]",1042.000,"[0, 4, 1, 4, 3]"
6,"[500, 50, 2, 1, 500, 2]",25,600000,12657.879463,2.109647e-02,499.000,"[0, 0, 0, 0, 0, 0]",1049.000,"[0, 49, 0, 0, 49, 0]"
7,"[5, 50, 20, 20, 20, 2, 200]",25,1120000000,95087.621507,8.489966e-05,199.000,"[0, 0, 0, 0, 0, 0, 0]",310.000,"[0, 4, 3, 2, 1, 0, 61]"
8,"[10, 10, 100, 5, 5, 10, 500, 10]",25,10000000000,1202991.458766,1.202991e-04,499.000,"[0, 0, 0, 0, 0, 0, 0, 0]",642.000,"[0, 9, 8, 2, 1, 5, 24, 3]"
9,"[5, 5, 1, 2, 2, 50, 10, 1000, 200]",25,18000000000,1427944.181521,7.933023e-05,999.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",1266.000,"[0, 4, 0, 0, 1, 0, 9, 8, 7]"
10,"[2, 10, 5, 10, 50, 5, 50, 1000, 2, 2]",25,250000000000,2777665.490699,1.111066e-05,999.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1126.000,"[0, 1, 0, 4, 3, 2, 6, 5, 0, 1]"
3,"[100, 1000, 50]",26,150000,2031.300458,1.354200e-02,999.000,"[0, 0, 0]",1147.000,"[0, 99, 48]"
4,"[1, 5, 50, 2]",26,2000,0.000417,2.085000e-07,49.000,"[0, 0, 0, 0]",54.000,"[0, 0, 4, 1]"
5,"[20, 50, 2, 500, 1]",26,250000,336.865693,1.347463e-03,499.000,"[0, 0, 0, 0, 0]",568.000,"[0, 9, 0, 9, 0]"
6,"[5, 500, 5, 20, 500, 200]",26,30000000000,1815134.762678,6.050449e-05,599.000,"[0, 0, 0, 0, 0, 0]",1224.000,"[0, 4, 3, 7, 26, 25]"
7,"[100, 2, 5, 20, 2, 200, 5]",26,2800000,6832.391155,2.440140e-03,199.000,"[0, 0, 0, 0, 0, 0, 0]",327.000,"[0, 1, 0, 4, 1, 24, 3]"
8,"[1, 20, 10, 2, 1000, 1, 200, 100]",26,64000000000,1226042.314890,1.915691e-05,999.000,"[0, 0, 0, 0, 0, 0, 0, 0]",1326.000,"[0, 0, 9, 0, 9, 0, 8, 7]"
9,"[20, 20, 5, 2, 200, 2, 2, 10, 1]",26,14400000,5533.398945,3.842638e-04,199.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",253.000,"[0, 19, 3, 0, 3, 0, 1, 4, 0]"
10,"[5, 50, 2, 2, 1, 200, 100, 1, 10, 1]",26,400000000,35046.198986,8.761550e-05,199.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",362.000,"[0, 4, 1, 0, 0, 5, 4, 0, 3, 0]"
3,"[1, 500, 50]",27,75000,3.234306,4.312408e-05,499.000,"[0, 0, 0]",548.000,"[0, 0, 49]"
4,"[20, 50, 50, 100]",27,1000000,626.296826,6.262968e-04,99.000,"[0, 0, 0, 0]",216.000,"[0, 9, 8, 57]"
5,"[500, 500, 100, 5, 2]",27,2500000,48938.470865,1.957539e-02,499.000,"[0, 0, 0, 0, 0]",1102.000,"[0, 499, 98, 2, 1]"
6,"[5, 2, 5, 500, 10, 500]",27,150000000,27585.780045,1.839052e-04,499.000,"[0, 0, 0, 0, 0, 0]",1016.000,"[0, 0, 0, 9, 8, 17]"
7,"[100, 50, 500, 1, 1, 5, 20]",27,17500000,56388.831841,3.222219e-03,499.000,"[0, 0, 0, 0, 0, 0, 0]",670.000,"[0, 49, 48, 0, 0, 2, 11]"
8,"[20, 50, 2, 50, 5, 20, 5, 1]",27,20000000,5922.506124,2.961253e-04,59.000,"[0, 0, 0, 0, 0, 0, 0, 0]",145.000,"[0, 9, 0, 9, 3, 2, 1, 0]"
9,"[20, 1, 10, 2, 500, 2, 20, 2, 100]",27,720000000,283256.527108,3.934118e-04,499.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",648.000,"[0, 0, 9, 0, 9, 0, 9, 0, 29]"
10,"[50, 10, 1, 20, 1, 1, 500, 200, 20, 1]",27,4000000000,1682643.213642,4.206608e-04,599.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",794.000,"[0, 9, 0, 8, 0, 0, 27, 26, 5, 0]"
3,"[20, 1, 50]",28,150,0.000349,2.326667e-06,59.000,"[0, 0, 0]",68.000,"[0, 0, 9]"
4,"[500, 10, 100, 1]",28,4000,352.571716,8.814293e-02,499.000,"[0, 0, 0, 0]",607.000,"[0, 9, 8, 0]"
5,"[5, 1, 100, 100, 50]",28,2500000,382.977639,1.531911e-04,99.000,"[0, 0, 0, 0, 0]",251.000,"[0, 0, 4, 3, 2]"
6,"[100, 10, 200, 100, 20, 20]",28,480000000,573313.557389,1.194403e-03,199.000,"[0, 0, 0, 0, 0, 0]",444.000,"[0, 9, 8, 7, 6, 5]"
7,"[1, 100, 10, 5, 5, 10, 5]",28,8750000,310.509511,3.548680e-05,99.000,"[0, 0, 0, 0, 0, 0, 0]",129.000,"[0, 0, 9, 3, 2, 6, 0]"
8,"[500, 1, 5, 1, 2, 100, 100, 2]",28,1600000,23605.521921,1.475345e-02,499.000,"[0, 0, 0, 0, 0, 0, 0, 0]",703.000,"[0, 0, 4, 0, 1, 4, 3, 0]"
9,"[1, 20, 10, 20, 20, 1, 2, 200, 1000]",28,288000000000,2605357.847859,9.046381e-06,999.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",1265.000,"[0, 0, 9, 8, 7, 0, 0, 7, 6]"
10,"[2, 1000, 2, 5, 20, 2, 5, 10, 500, 1]",28,100000000000,2146151.949196,2.146152e-05,999.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1537.000,"[0, 1, 0, 1, 5, 0, 0, 9, 38, 0]"
3,"[20, 10, 100]",29,3000,0.315882,1.052940e-04,99.000,"[0, 0, 0]",127.000,"[0, 9, 8]"
4,"[500, 100, 100, 20]",29,800000,21176.286793,2.647036e-02,499.000,"[0, 0, 0, 0]",716.000,"[0, 99, 98, 17]"
5,"[5, 10, 200, 20, 100]",29,20000000,3236.008170,1.618004e-04,199.000,"[0, 0, 0, 0, 0]",330.000,"[0, 4, 3, 2, 21]"
6,"[100, 100, 200, 1, 20, 50]",29,120000000,212478.201362,1.770652e-03,199.000,"[0, 0, 0, 0, 0, 0]",465.000,"[0, 99, 98, 0, 17, 16]"
7,"[1, 1, 50, 50, 50, 20, 50]",29,875000000,11378.861867,1.300441e-05,59.000,"[0, 0, 0, 0, 0, 0, 10]",215.000,"[0, 0, 0, 49, 48, 7, 16]"
8,"[500, 1, 10, 5, 2, 2, 1, 10]",29,16000,511.846325,3.199040e-02,499.000,"[0, 0, 0, 0, 0, 0, 0, 0]",523.000,"[0, 0, 9, 3, 0, 1, 0, 4]"
9,"[1000, 2, 1, 10, 500, 5, 5, 5, 20]",29,225000000,2367998.224372,1.052444e-02,999.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",1539.000,"[0, 1, 0, 0, 9, 3, 2, 1, 0]"
10,"[5, 100, 50, 10, 2, 1, 100, 1, 1, 5]",29,500000000,31354.628639,6.270926e-05,99.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",265.000,"[0, 4, 3, 2, 1, 0, 62, 0, 0, 1]"
3,"[500, 100, 1]",30,300,4.301455,1.433818e-02,499.000,"[0, 0, 0]",598.000,"[0, 99, 0]"
4,"[5, 1000, 100, 5]",30,2000000,1075.337167,5.376686e-04,999.000,"[0, 0, 0, 0]",1106.000,"[0, 4, 3, 2]"
5,"[100, 5, 200, 500, 200]",30,500000000,1051145.729459,2.102291e-03,599.000,"[0, 0, 0, 0, 0]",1000.000,"[0, 4, 3, 2, 101]"
6,"[1, 1000, 200, 20, 50, 1]",30,1200000000,67406.700085,5.617225e-05,999.000,"[0, 0, 0, 0, 0, 0]",1266.000,"[0, 0, 199, 18, 17, 0]"
7,"[20, 5, 500, 1, 10, 1, 5]",30,875000,490.152367,5.601741e-04,499.000,"[0, 0, 0, 0, 0, 0, 0]",535.000,"[0, 4, 3, 0, 2, 0, 1]"
8,"[50, 50, 10, 1, 5, 5, 100, 10]",30,100000000,64895.315850,6.489532e-04,99.000,"[0, 0, 0, 0, 0, 0, 0, 0]",223.000,"[0, 49, 8, 0, 2, 1, 15, 4]"
9,"[1000, 1, 5, 1, 1, 1000, 1, 10, 20]",30,9000000,257477.768791,2.860864e-02,999.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",2030.000,"[0, 0, 4, 0, 0, 3, 0, 2, 11]"
10,"[2, 1, 2, 5, 200, 20, 20, 50, 2, 20]",30,16000000000,332484.806101,2.078030e-05,199.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",312.000,"[0, 0, 1, 0, 4, 3, 2, 41, 0, 11]"
3,"[500, 500, 1]",31,1500,50.119071,3.341271e-02,499.000,"[0, 0, 0]",998.000,"[0, 499, 0]"
4,"[5, 2, 2, 100]",31,1600,0.001571,9.818750e-07,99.000,"[0, 0, 0, 0]",105.000,"[0, 0, 1, 6]"
5,"[100, 20, 200, 5, 200]",31,20000000,51923.513003,2.596176e-03,199.000,"[0, 0, 0, 0, 0]",520.000,"[0, 19, 18, 2, 21]"
6,"[1, 200, 500, 500, 100, 5]",31,150000000000,1948234.819318,1.298823e-05,599.000,"[0, 0, 0, 0, 0, 0]",1300.000,"[0, 0, 99, 98, 97, 1]"
7,"[20, 100, 1000, 2, 1, 5, 100]",31,700000000,470468.068326,6.720972e-04,999.000,"[0, 0, 0, 0, 0, 0, 0]",1221.000,"[0, 19, 18, 1, 0, 3, 22]"
8,"[50, 1, 5, 200, 2, 500, 50, 2]",31,800000000,617822.481486,7.722781e-04,599.000,"[0, 0, 0, 0, 0, 0, 0, 0]",802.000,"[0, 0, 4, 3, 0, 3, 2, 1]"
9,"[5, 1, 1000, 2, 20, 50, 20, 10, 5]",31,18000000000,1434746.546358,7.970814e-05,999.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",1104.000,"[0, 0, 4, 1, 4, 23, 12, 1, 0]"
10,"[50, 100, 5, 5, 2, 1000, 1, 20, 2, 1]",31,2000000000,1545604.791973,7.728024e-04,999.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1176.000,"[0, 49, 3, 2, 0, 57, 0, 16, 1, 0]"
3,"[5, 2, 2]",32,12,0.000054,4.500000e-06,5.000,"[0, 0, 0]",6.000,"[0, 0, 1]"
4,"[100, 20, 2, 1]",32,160,0.001768,1.105000e-05,99.000,"[0, 0, 0, 0]",119.000,"[0, 19, 0, 0]"
5,"[1, 200, 5, 100, 500]",32,250000000,12454.357740,4.981743e-05,599.000,"[0, 0, 0, 0, 0]",801.000,"[0, 0, 4, 3, 2]"
6,"[20, 1, 500, 5, 100, 200]",32,300000000,165912.581558,5.530419e-04,599.000,"[0, 0, 0, 0, 0, 0]",820.000,"[0, 0, 19, 3, 22, 21]"
7,"[5, 100, 10, 5, 10, 5, 500]",32,875000000,115704.956356,1.322342e-04,499.000,"[0, 0, 0, 0, 0, 0, 0]",628.000,"[0, 4, 3, 2, 6, 0, 29]"
8,"[20, 200, 1, 1, 20, 20, 2, 200]",32,256000000,83529.339640,3.262865e-04,199.000,"[0, 0, 0, 0, 0, 0, 0, 0]",456.000,"[0, 19, 0, 0, 18, 17, 0, 57]"
9,"[1, 5, 5, 5, 2, 5, 2, 50, 20]",32,22500000,416.249824,1.849999e-05,59.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",86.000,"[0, 0, 4, 3, 0, 3, 1, 8, 7]"
10,"[1, 1, 5, 5, 2, 20, 1, 1000, 5, 2]",32,100000000,5017.769404,5.017769e-05,999.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1032.000,"[0, 0, 0, 4, 0, 9, 0, 8, 2, 1]"
3,"[5, 20, 2]",33,120,0.000506,4.216667e-06,19.000,"[0, 0, 0]",24.000,"[0, 4, 1]"
4,"[100, 200, 5, 20]",33,80000,313.784164,3.922302e-03,199.000,"[0, 0, 0, 0]",321.000,"[0, 99, 3, 2]"
5,"[1, 1, 5, 1, 1000]",33,25000,1.388001,5.552004e-05,999.000,"[0, 0, 0, 0, 0]",1003.000,"[0, 0, 0, 0, 4]"
6,"[20, 5, 5, 100, 2, 500]",33,15000000,12307.871578,8.205248e-04,499.000,"[0, 0, 0, 0, 0, 0]",626.000,"[0, 4, 3, 7, 0, 7]"
7,"[1000, 5, 5, 200, 100, 10, 10]",33,350000000,2772443.040923,7.921266e-03,999.000,"[0, 0, 0, 0, 0, 0, 0]",1323.000,"[0, 4, 3, 7, 6, 5, 4]"
8,"[5, 5, 1000, 10, 500, 5, 1, 1]",33,1000000000,186943.946529,1.869439e-04,999.000,"[0, 0, 0, 0, 0, 0, 0, 0]",1519.000,"[0, 4, 3, 2, 11, 0, 0, 0]"
9,"[1, 10, 1, 5, 100, 200, 5, 50, 10]",33,22500000000,279745.828840,1.243315e-05,199.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",373.000,"[0, 0, 0, 4, 3, 2, 1, 5, 4]"
10,"[5, 2, 5, 1, 2, 20, 50, 1, 5, 2]",33,2000000,135.543238,6.777162e-05,59.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",83.000,"[0, 0, 0, 0, 1, 0, 9, 0, 3, 0]"
3,"[100, 100, 5]",34,1500,276.440278,1.842935e-01,99.000,"[0, 0, 0]",202.000,"[0, 99, 3]"
4,"[1, 1000, 5, 500]",34,10000000,1128.591009,1.128591e-04,999.000,"[0, 0, 0, 0]",1502.000,"[0, 0, 4, 3]"
5,"[20, 5, 5, 20, 10]",34,25000,2.789785,1.115914e-04,19.000,"[0, 0, 0, 0, 0]",55.000,"[0, 4, 3, 7, 6]"
6,"[500, 50, 10, 1, 5, 20]",34,300000,6786.479620,2.262160e-02,499.000,"[0, 0, 0, 0, 0, 0]",580.000,"[0, 49, 8, 0, 2, 1]"
7,"[5, 500, 10, 2, 1, 10, 5]",34,3500000,635.900672,1.816859e-04,499.000,"[0, 0, 0, 0, 0, 0, 0]",526.000,"[0, 4, 3, 0, 0, 3, 2]"
8,"[5, 10, 10, 20, 200, 5, 1, 50]",34,800000000,71745.723461,8.968215e-05,199.000,"[0, 0, 0, 0, 0, 0, 0, 0]",293.000,"[0, 4, 3, 2, 1, 0, 0, 4]"
9,"[1, 20, 10, 10, 5, 2, 20, 20, 1]",34,72000000,1242.462577,1.725642e-05,19.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",80.000,"[0, 0, 9, 8, 2, 1, 2, 1, 0]"
10,"[20, 1, 10, 5, 10, 5, 100, 2, 1000, 2]",34,10000000000,2240085.431085,2.240085e-04,999.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1145.000,"[0, 0, 9, 3, 2, 1, 5, 0, 5, 0]"
3,"[100, 1000, 100]",35,300000,4392.552137,1.464184e-02,999.000,"[0, 0, 0]",1197.000,"[0, 99, 98]"
4,"[1, 5, 5, 5]",35,500,0.000230,4.600000e-07,4.000,"[0, 0, 0, 0]",12.000,"[0, 0, 4, 3]"
5,"[20, 50, 10, 500, 20]",35,25000000,23524.797812,9.409919e-04,499.000,"[0, 0, 0, 0, 0]",595.000,"[0, 9, 8, 17, 16]"
6,"[20, 100, 20, 2, 50, 1000]",35,1200000000,777576.812994,6.479807e-04,999.000,"[0, 0, 0, 0, 0, 0]",1186.000,"[0, 19, 18, 1, 38, 87]"
7,"[5, 2, 10, 50, 2, 50, 50]",35,35000000,3244.200405,9.269144e-05,49.000,"[0, 0, 0, 0, 0, 0, 0]",162.000,"[0, 0, 5, 4, 1, 4, 3]"
8,"[2, 20, 20, 2, 1000, 500, 1, 20]",35,64000000000,1979412.019153,3.092831e-05,999.000,"[0, 0, 0, 0, 0, 0, 0, 0]",1557.000,"[0, 1, 0, 1, 0, 499, 0, 18]"
9,"[50, 50, 1, 2, 1000, 5, 5, 5, 2]",35,225000000,336344.991122,1.494867e-03,999.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",1111.000,"[0, 49, 0, 0, 49, 3, 2, 1, 0]"
10,"[1, 50, 1, 10, 5, 20, 5, 10, 5, 200]",35,25000000000,273837.749717,1.095351e-05,199.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",297.000,"[0, 0, 0, 9, 3, 2, 1, 5, 4, 98]"
3,"[1, 5, 100]",36,1500,0.000787,5.246667e-07,99.000,"[0, 0, 0]",103.000,"[0, 0, 4]"
4,"[20, 20, 200, 100]",36,1600000,1170.292306,7.314327e-04,199.000,"[0, 0, 0, 0]",336.000,"[0, 19, 18, 17]"
5,"[500, 200, 10, 100, 50]",36,50000000,579883.355517,1.159767e-02,599.000,"[0, 0, 0, 0, 0]",855.000,"[0, 99, 8, 7, 6]"
6,"[5, 1, 10, 5, 10, 1]",36,3000,0.001994,6.646667e-07,9.000,"[0, 0, 0, 0, 0, 0]",26.000,"[0, 0, 4, 3, 7, 0]"
7,"[100, 10, 20, 1000, 2, 1, 5]",36,14000000,71435.422122,5.102530e-03,999.000,"[0, 0, 0, 0, 0, 0, 0]",1131.000,"[0, 9, 8, 27, 0, 0, 2]"
8,"[2, 100, 20, 50, 20, 1, 10, 2]",36,320000000,10256.871578,3.205272e-05,99.000,"[0, 0, 0, 0, 0, 0, 0, 0]",197.000,"[0, 1, 0, 19, 8, 0, 7, 0]"
9,"[5, 10, 1, 500, 10, 500, 2, 1, 1]",36,450000000,56185.310292,1.248562e-04,499.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",1021.000,"[0, 4, 0, 3, 2, 11, 0, 0, 0]"
10,"[2, 20, 20, 20, 1, 5, 1, 200, 200, 1]",36,16000000000,327905.965191,2.049412e-05,199.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",460.000,"[0, 1, 0, 19, 0, 3, 0, 2, 1, 0]"
3,"[20, 20, 200]",37,12000,3.543461,2.952884e-04,199.000,"[0, 0, 0]",237.000,"[0, 19, 18]"
4,"[500, 200, 200, 1]",37,160000,4815.327851,3.009580e-02,599.000,"[0, 0, 0, 0]",897.000,"[0, 99, 98, 0]"
